prompt,chosen,rejected
Translate Goroutine Fanout to Hemlock (from go),"```hemlock
// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""sort""
//     ""sync""
// )
//
// func worker(id int, jobs <-chan int, results chan<- int, wg *sync.WaitGroup) {
//     defer wg.Done()
//     for j := range jobs {
//         results <- j * j
//     }
// }
//
// func main() {
//     jobs := make(chan int, 12)
//     results := make(chan int, 12)
//     var wg sync.WaitGroup
//
//     for w := 0; w < 4; w++ {
//         wg.Add(1)
//         go worker(w, jobs, results, &wg)
//     }
//
//     for i := 1; i <= 12; i++ {
//         jobs <- i
//     }
//     close(jobs)
//
//     wg.Wait()
//     close(results)
//
//     var collected []int
//     for r := range results {
//         collected = append(collected, r)
//     }
//     sort.Ints(collected)
//     fmt.Println(collected)
// }

// In Hemlock, goroutines become spawn(), channels work similarly,
// and sync.WaitGroup is replaced by join() on task handles.

let jobs = channel(12);
let results = channel(12);

async fn worker(jobs, results) {
    loop {
        let j = jobs.recv();
        if (j == null) {
            break;
        }
        results.send(j * j);
    }
}

// Send all jobs
for (let i = 1; i <= 12; i++) {
    jobs.send(i);
}
jobs.close();

// Spawn 4 workers (fan-out)
let tasks = [];
for (let w = 0; w < 4; w++) {
    tasks.push(spawn(worker, jobs, results));
}

// Wait for all workers (replaces wg.Wait())
for (let i = 0; i < 4; i++) {
    join(tasks[i]);
}
results.close();

// Collect results (fan-in)
let collected = [];
loop {
    let r = results.recv();
    if (r == null) {
        break;
    }
    collected.push(r);
}

collected.sort();
print(collected.join("" ""));

```","Let me help you with that. Here's what we need to do:

// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""sort""
//     ""sync""
// )
//
// func worker(id int, jobs <-chan int, results chan<- int, wg *sync.WaitGroup) {
//     defer wg.Done()
//     for j := range jobs {
//         results <- j * j
//     }
// }
//
// func main() {
//     jobs := make(chan int, 12)
//     results := make(chan int, 12)
//     var wg sync.WaitGroup
//
//     for w := 0; w < 4; w++ {
//         wg.Add(1)
//         go worker(w, jobs, results, &wg)
//     }
//
//     for i := 1; i <= 12; i++ {
//         jobs <- i
//     }
//     close(jobs)
//
//     wg.Wait()
//     close(results)
//
//     var collected []int
//     for r := range results {
//         collected = append(collected, r)
//     }
//     sort.Ints(collected)
//     fmt.Println(collected)
// }

// In Hemlock, goroutines become spawn(), channels work similarly,
// and sync.WaitGroup is replaced by join() on task handles.

let jobs = channel(12);
let results = channel(12);

async fn worker(jobs, results) {
    loop {
        let j = jobs.recv();
        if (j == null) {
            break;
        }
        results.send(j * j);
    }
}

// Send all jobs
for (let i = 1; i <= 12; i++) {
    jobs.send(i);
}
jobs.close();

// Spawn 4 workers (fan-out)
let tasks = [];
for (let w = 0; w < 4; w++) {
    tasks.push(spawn(worker, jobs, results));
}

// Wait for all workers (replaces wg.Wait())
for (let i = 0; i < 4; i++) {
    join(tasks[i]);
}
results.close();

// Collect results (fan-in)
let collected = [];
loop {
    let r = results.recv();
    if (r == null) {
        break;
    }
    collected.push(r);
}

collected.sort();
print(collected.join("" ""));


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Mutex Atomic to Hemlock (from go),"```hemlock
// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""sync""
// )
//
// func main() {
//     var mu sync.Mutex
//     counter := 0
//     var wg sync.WaitGroup
//
//     for i := 0; i < 5; i++ {
//         wg.Add(1)
//         go func() {
//             defer wg.Done()
//             for j := 0; j < 200; j++ {
//                 mu.Lock()
//                 counter++
//                 mu.Unlock()
//             }
//         }()
//     }
//
//     wg.Wait()
//     fmt.Printf(""final: %d\n"", counter)
// }

// In Hemlock, sync.Mutex is replaced by atomic operations.
// atomic_add_i32 provides lock-free thread-safe increments,
// which is actually more efficient than mutex for simple counters.

import { atomic_add_i32, atomic_load_i32 } from ""@stdlib/atomic"";

let counter = alloc(4);
memset(counter, 0, 4);

async fn incrementer(counter, n) {
    for (let j = 0; j < n; j++) {
        atomic_add_i32(counter, 1);
    }
}

let tasks = [];
for (let i = 0; i < 5; i++) {
    tasks.push(spawn(incrementer, counter, 200));
}

for (let i = 0; i < 5; i++) {
    join(tasks[i]);
}

let final_val = atomic_load_i32(counter);
free(counter);

print(`final: ${final_val}`);

```","Let me help you with that. Here's what we need to do:

// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""sync""
// )
//
// func main() {
//     var mu sync.Mutex
//     counter := 0
//     var wg sync.WaitGroup
//
//     for i := 0; i < 5; i++ {
//         wg.Add(1)
//         go func() {
//             defer wg.Done()
//             for j := 0; j < 200; j++ {
//                 mu.Lock()
//                 counter++
//                 mu.Unlock()
//             }
//         }()
//     }
//
//     wg.Wait()
//     fmt.Printf(""final: %d\n"", counter)
// }

// In Hemlock, sync.Mutex is replaced by atomic operations.
// atomic_add_i32 provides lock-free thread-safe increments,
// which is actually more efficient than mutex for simple counters.

import { atomic_add_i32, atomic_load_i32 } from ""@stdlib/atomic"";

let counter = alloc(4);
memset(counter, 0, 4);

async fn incrementer(counter, n) {
    for (let j = 0; j < n; j++) {
        atomic_add_i32(counter, 1);
    }
}

let tasks = [];
for (let i = 0; i < 5; i++) {
    tasks.push(spawn(incrementer, counter, 200));
}

for (let i = 0; i < 5; i++) {
    join(tasks[i]);
}

let final_val = atomic_load_i32(counter);
free(counter);

print(`final: ${final_val}`);


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Select Channel to Hemlock (from go),"```hemlock
// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""time""
// )
//
// func main() {
//     ch1 := make(chan string)
//     ch2 := make(chan string)
//
//     go func() {
//         time.Sleep(100 * time.Millisecond)
//         ch1 <- ""result from channel 1""
//     }()
//
//     go func() {
//         time.Sleep(200 * time.Millisecond)
//         ch2 <- ""result from channel 2""
//     }()
//
//     select {
//     case msg := <-ch1:
//         fmt.Println(""received:"", msg)
//     case msg := <-ch2:
//         fmt.Println(""received:"", msg)
//     }
// }

// In Hemlock, there's no direct `select` statement. Instead, we
// use a result channel where producers send tagged results, and
// the consumer reads the first one that arrives.

let ch1 = channel(1);
let ch2 = channel(1);

async fn sender1(ch) {
    // Fast sender
    ch.send(""result from channel 1"");
}

async fn sender2(ch) {
    // Slow sender — arrives second
    ch.send(""result from channel 2"");
}

// Merge channels into a single result channel
let result_ch = channel(2);

async fn relay(src, dest) {
    let val = src.recv();
    dest.send(val);
}

let t1 = spawn(sender1, ch1);
let t2 = spawn(sender2, ch2);
let r1 = spawn(relay, ch1, result_ch);
let r2 = spawn(relay, ch2, result_ch);

// First recv() gets whichever channel sends first (simulates select)
let msg = result_ch.recv();
print(`received: ${msg}`);

// Clean up: drain second result, join all tasks
result_ch.recv();
join(t1);
join(t2);
join(r1);
join(r2);
ch1.close();
ch2.close();
result_ch.close();

```","Let me help you with that. Here's what we need to do:

// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""time""
// )
//
// func main() {
//     ch1 := make(chan string)
//     ch2 := make(chan string)
//
//     go func() {
//         time.Sleep(100 * time.Millisecond)
//         ch1 <- ""result from channel 1""
//     }()
//
//     go func() {
//         time.Sleep(200 * time.Millisecond)
//         ch2 <- ""result from channel 2""
//     }()
//
//     select {
//     case msg := <-ch1:
//         fmt.Println(""received:"", msg)
//     case msg := <-ch2:
//         fmt.Println(""received:"", msg)
//     }
// }

// In Hemlock, there's no direct `select` statement. Instead, we
// use a result channel where producers send tagged results, and
// the consumer reads the first one that arrives.

let ch1 = channel(1);
let ch2 = channel(1);

async fn sender1(ch) {
    // Fast sender
    ch.send(""result from channel 1"");
}

async fn sender2(ch) {
    // Slow sender — arrives second
    ch.send(""result from channel 2"");
}

// Merge channels into a single result channel
let result_ch = channel(2);

async fn relay(src, dest) {
    let val = src.recv();
    dest.send(val);
}

let t1 = spawn(sender1, ch1);
let t2 = spawn(sender2, ch2);
let r1 = spawn(relay, ch1, result_ch);
let r2 = spawn(relay, ch2, result_ch);

// First recv() gets whichever channel sends first (simulates select)
let msg = result_ch.recv();
print(`received: ${msg}`);

// Clean up: drain second result, join all tasks
result_ch.recv();
join(t1);
join(t2);
join(r1);
join(r2);
ch1.close();
ch2.close();
result_ch.close();


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Waitgroup to Hemlock (from go),"```hemlock
// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""sync""
// )
//
// func task(id int, wg *sync.WaitGroup) {
//     defer wg.Done()
//     fmt.Printf(""task %d done\n"", id)
// }
//
// func main() {
//     var wg sync.WaitGroup
//     for i := 1; i <= 5; i++ {
//         wg.Add(1)
//         go task(i, &wg)
//     }
//     wg.Wait()
//     fmt.Println(""all 5 tasks done"")
// }

// In Hemlock, sync.WaitGroup is replaced by collecting task handles
// in an array and calling join() on each. This is simpler and more
// explicit than WaitGroup's Add/Done/Wait pattern.

async fn do_task(id) {
    print(`task ${id} done`);
}

let tasks = [];
for (let i = 1; i <= 5; i++) {
    tasks.push(spawn(do_task, i));
}

// join() replaces wg.Wait() — wait for all tasks
for (let i = 0; i < tasks.length; i++) {
    join(tasks[i]);
}

print(""all 5 tasks done"");

```","Let me help you with that. Here's what we need to do:

// Go equivalent:
// package main
//
// import (
//     ""fmt""
//     ""sync""
// )
//
// func task(id int, wg *sync.WaitGroup) {
//     defer wg.Done()
//     fmt.Printf(""task %d done\n"", id)
// }
//
// func main() {
//     var wg sync.WaitGroup
//     for i := 1; i <= 5; i++ {
//         wg.Add(1)
//         go task(i, &wg)
//     }
//     wg.Wait()
//     fmt.Println(""all 5 tasks done"")
// }

// In Hemlock, sync.WaitGroup is replaced by collecting task handles
// in an array and calling join() on each. This is simpler and more
// explicit than WaitGroup's Add/Done/Wait pattern.

async fn do_task(id) {
    print(`task ${id} done`);
}

let tasks = [];
for (let i = 1; i <= 5; i++) {
    tasks.push(spawn(do_task, i));
}

// join() replaces wg.Wait() — wait for all tasks
for (let i = 0; i < tasks.length; i++) {
    join(tasks[i]);
}

print(""all 5 tasks done"");


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Array Chain to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// const nums = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
// const result = nums
//     .map(x => x * x)
//     .filter(x => x > 20)
//     .reduce((acc, x) => acc + x, 0);
// console.log(""result: "" + result);
// Output: result: 355

// In Hemlock, .map(), .filter(), .reduce() work the same way.
// Arrow functions become fn(x) { return expr; }.

let nums = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];

let result = nums
    .map(fn(x) { return x * x; })
    .filter(fn(x) { return x > 20; })
    .reduce(fn(acc, x) { return acc + x; }, 0);

print(`result: ${result}`);

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// const nums = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];
// const result = nums
//     .map(x => x * x)
//     .filter(x => x > 20)
//     .reduce((acc, x) => acc + x, 0);
// console.log(""result: "" + result);
// Output: result: 355

// In Hemlock, .map(), .filter(), .reduce() work the same way.
// Arrow functions become fn(x) { return expr; }.

let nums = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10];

let result = nums
    .map(fn(x) { return x * x; })
    .filter(fn(x) { return x > 20; })
    .reduce(fn(acc, x) { return acc + x; }, 0);

print(`result: ${result}`);


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Async Await to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// function delay(ms) { return new Promise(r => setTimeout(r, ms)); }
// async function pipeline() {
//     console.log(""step 1: fetch data"");
//     await delay(100);
//     console.log(""step 2: process data"");
//     await delay(100);
//     console.log(""step 3: save results"");
//     await delay(100);
//     console.log(""done"");
// }
// pipeline();

// In Hemlock, there's no Promise — use spawn/join and sleep directly.
// async fn declares a function that can be spawned as a task.

import { sleep } from ""@stdlib/time"";

async fn fetch_data() {
    print(""step 1: fetch data"");
    sleep(0.05);
    return ""raw data"";
}

async fn process_data(data) {
    print(""step 2: process data"");
    sleep(0.05);
    return ""processed"";
}

async fn save_results(data) {
    print(""step 3: save results"");
    sleep(0.05);
    return ""saved"";
}

// Chain async operations sequentially
let t1 = spawn(fetch_data);
let data = join(t1);

let t2 = spawn(process_data, data);
let processed = join(t2);

let t3 = spawn(save_results, processed);
let status = join(t3);

print(""done"");

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// function delay(ms) { return new Promise(r => setTimeout(r, ms)); }
// async function pipeline() {
//     console.log(""step 1: fetch data"");
//     await delay(100);
//     console.log(""step 2: process data"");
//     await delay(100);
//     console.log(""step 3: save results"");
//     await delay(100);
//     console.log(""done"");
// }
// pipeline();

// In Hemlock, there's no Promise — use spawn/join and sleep directly.
// async fn declares a function that can be spawned as a task.

import { sleep } from ""@stdlib/time"";

async fn fetch_data() {
    print(""step 1: fetch data"");
    sleep(0.05);
    return ""raw data"";
}

async fn process_data(data) {
    print(""step 2: process data"");
    sleep(0.05);
    return ""processed"";
}

async fn save_results(data) {
    print(""step 3: save results"");
    sleep(0.05);
    return ""saved"";
}

// Chain async operations sequentially
let t1 = spawn(fetch_data);
let data = join(t1);

let t2 = spawn(process_data, data);
let processed = join(t2);

let t3 = spawn(save_results, processed);
let status = join(t3);

print(""done"");


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Event Emitter to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// const EventEmitter = require('events');
// const emitter = new EventEmitter();
// emitter.on('data', (msg) => console.log(""received: "" + msg));
// emitter.on('data', (msg) => console.log(""logged: "" + msg));
// emitter.emit('data', 'hello');
// emitter.emit('data', 'world');
// emitter.emit('done', null);

// In Hemlock, there's no EventEmitter. Use channels instead.
// A channel is a typed, bounded, thread-safe queue.

import { sleep } from ""@stdlib/time"";

let ch = channel(10);

// Subscriber task — reads events from channel
async fn subscriber(ch) {
    loop {
        let msg = ch.recv();
        if (msg == ""done"") {
            break;
        }
        print(`received: ${msg}`);
    }
}

let sub = spawn(subscriber, ch);

// Publisher sends events
ch.send(""hello"");
ch.send(""world"");
ch.send(""hemlock"");
ch.send(""done"");

join(sub);
print(""all events processed"");

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// const EventEmitter = require('events');
// const emitter = new EventEmitter();
// emitter.on('data', (msg) => console.log(""received: "" + msg));
// emitter.on('data', (msg) => console.log(""logged: "" + msg));
// emitter.emit('data', 'hello');
// emitter.emit('data', 'world');
// emitter.emit('done', null);

// In Hemlock, there's no EventEmitter. Use channels instead.
// A channel is a typed, bounded, thread-safe queue.

import { sleep } from ""@stdlib/time"";

let ch = channel(10);

// Subscriber task — reads events from channel
async fn subscriber(ch) {
    loop {
        let msg = ch.recv();
        if (msg == ""done"") {
            break;
        }
        print(`received: ${msg}`);
    }
}

let sub = spawn(subscriber, ch);

// Publisher sends events
ch.send(""hello"");
ch.send(""world"");
ch.send(""hemlock"");
ch.send(""done"");

join(sub);
print(""all events processed"");


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Fetch Api to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// async function fetchData(url) {
//     try {
//         const response = await fetch(url);
//         const data = await response.json();
//         console.log(""status: "" + response.status);
//         console.log(""data: "" + JSON.stringify(data));
//     } catch (e) {
//         console.log(""error: "" + e.message);
//     }
// }
// fetchData(""https://api.example.com/data"");

// In Hemlock, fetch becomes http_get from @stdlib/http.
// JSON parsing uses @stdlib/json. No Promises — just call directly.

import { parse, stringify } from ""@stdlib/json"";

// Simulate the fetch pattern since network may not be available.
// The real Hemlock HTTP pattern would be:
//   import { http_get } from ""@stdlib/http"";
//   let response = http_get(""https://api.example.com/data"");

// Demonstrate the JSON + error handling pattern
fn simulate_fetch(url) {
    // In real code: let response = http_get(url);
    let raw = ""{\""name\"": \""hemlock\"", \""version\"": \""2.0.0\""}"";
    return { status: 200, body: raw };
}

fn handle_response(response) {
    try {
        print(`status: ${response.status}`);
        let data = parse(response.body);
        print(`name: ${data.name}`);
        print(`version: ${data.version}`);
    } catch (e) {
        print(`error: ${e}`);
    }
}

let response = simulate_fetch(""https://api.example.com/data"");
handle_response(response);

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// async function fetchData(url) {
//     try {
//         const response = await fetch(url);
//         const data = await response.json();
//         console.log(""status: "" + response.status);
//         console.log(""data: "" + JSON.stringify(data));
//     } catch (e) {
//         console.log(""error: "" + e.message);
//     }
// }
// fetchData(""https://api.example.com/data"");

// In Hemlock, fetch becomes http_get from @stdlib/http.
// JSON parsing uses @stdlib/json. No Promises — just call directly.

import { parse, stringify } from ""@stdlib/json"";

// Simulate the fetch pattern since network may not be available.
// The real Hemlock HTTP pattern would be:
//   import { http_get } from ""@stdlib/http"";
//   let response = http_get(""https://api.example.com/data"");

// Demonstrate the JSON + error handling pattern
fn simulate_fetch(url) {
    // In real code: let response = http_get(url);
    let raw = ""{\""name\"": \""hemlock\"", \""version\"": \""2.0.0\""}"";
    return { status: 200, body: raw };
}

fn handle_response(response) {
    try {
        print(`status: ${response.status}`);
        let data = parse(response.body);
        print(`name: ${data.name}`);
        print(`version: ${data.version}`);
    } catch (e) {
        print(`error: ${e}`);
    }
}

let response = simulate_fetch(""https://api.example.com/data"");
handle_response(response);


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Map Set to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// const map = new Map();
// map.set(""name"", ""hemlock"");
// map.set(""version"", ""2.0"");
// map.set(""type"", ""language"");
// console.log(""has name: "" + map.has(""name""));
// console.log(""name: "" + map.get(""name""));
// map.delete(""type"");
// console.log(""has type: "" + map.has(""type""));
// console.log(""keys: "" + [...map.keys()].join("", ""));
//
// const set = new Set();
// set.add(""apple"");
// set.add(""banana"");
// set.add(""apple"");  // duplicate ignored
// console.log(""set size: "" + set.size);
// console.log(""has apple: "" + set.has(""apple""));

// In Hemlock, Map/Set aren't built-in literals.
// Import HashMap and Set from @stdlib/collections.

import { HashMap, Set } from ""@stdlib/collections"";

// HashMap — equivalent to JavaScript's Map
let map = HashMap();
map.set(""name"", ""hemlock"");
map.set(""version"", ""2.0"");
map.set(""type"", ""language"");

print(`has name: ${map.has(""name"")}`);
print(`name: ${map.get(""name"")}`);

map.delete(""type"");
print(`has type: ${map.has(""type"")}`);

let keys = map.keys();
keys.sort(fn(a, b) { if (a < b) { return -1; } if (a > b) { return 1; } return 0; });
print(`keys: ${keys.join("", "")}`);

// Set — equivalent to JavaScript's Set
let s = Set();
s.add(""apple"");
s.add(""banana"");
s.add(""apple"");  // duplicate ignored

print(`set size: ${s.size}`);
print(`has apple: ${s.has(""apple"")}`);

let vals = s.values();
vals.sort(fn(a, b) { if (a < b) { return -1; } if (a > b) { return 1; } return 0; });
print(`values: ${vals.join("", "")}`);

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// const map = new Map();
// map.set(""name"", ""hemlock"");
// map.set(""version"", ""2.0"");
// map.set(""type"", ""language"");
// console.log(""has name: "" + map.has(""name""));
// console.log(""name: "" + map.get(""name""));
// map.delete(""type"");
// console.log(""has type: "" + map.has(""type""));
// console.log(""keys: "" + [...map.keys()].join("", ""));
//
// const set = new Set();
// set.add(""apple"");
// set.add(""banana"");
// set.add(""apple"");  // duplicate ignored
// console.log(""set size: "" + set.size);
// console.log(""has apple: "" + set.has(""apple""));

// In Hemlock, Map/Set aren't built-in literals.
// Import HashMap and Set from @stdlib/collections.

import { HashMap, Set } from ""@stdlib/collections"";

// HashMap — equivalent to JavaScript's Map
let map = HashMap();
map.set(""name"", ""hemlock"");
map.set(""version"", ""2.0"");
map.set(""type"", ""language"");

print(`has name: ${map.has(""name"")}`);
print(`name: ${map.get(""name"")}`);

map.delete(""type"");
print(`has type: ${map.has(""type"")}`);

let keys = map.keys();
keys.sort(fn(a, b) { if (a < b) { return -1; } if (a > b) { return 1; } return 0; });
print(`keys: ${keys.join("", "")}`);

// Set — equivalent to JavaScript's Set
let s = Set();
s.add(""apple"");
s.add(""banana"");
s.add(""apple"");  // duplicate ignored

print(`set size: ${s.size}`);
print(`has apple: ${s.has(""apple"")}`);

let vals = s.values();
vals.sort(fn(a, b) { if (a < b) { return -1; } if (a > b) { return 1; } return 0; });
print(`values: ${vals.join("", "")}`);


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Object Spread to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// const defaults = { host: ""localhost"", port: 8080, debug: false };
// const userConfig = { port: 3000, debug: true };
// const config = { ...defaults, ...userConfig, name: ""myapp"" };
// console.log(""host: "" + config.host);
// console.log(""port: "" + config.port);
// console.log(""debug: "" + config.debug);
// console.log(""name: "" + config.name);

// In Hemlock, object spread syntax works the same way.
// Later spreads override earlier fields, just like JavaScript.

let defaults = { host: ""localhost"", port: 8080, debug: false };
let user_config = { port: 3000, debug: true };

// Spread merge — user_config overrides defaults, then name is added
let config = { ...defaults, ...user_config, name: ""myapp"" };

print(`host: ${config.host}`);
print(`port: ${config.port}`);
print(`debug: ${config.debug}`);
print(`name: ${config.name}`);

// Demonstrate creating a modified copy (immutable update pattern)
let updated = { ...config, port: 9090 };
print(`updated port: ${updated.port}`);
print(`original port: ${config.port}`);

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// const defaults = { host: ""localhost"", port: 8080, debug: false };
// const userConfig = { port: 3000, debug: true };
// const config = { ...defaults, ...userConfig, name: ""myapp"" };
// console.log(""host: "" + config.host);
// console.log(""port: "" + config.port);
// console.log(""debug: "" + config.debug);
// console.log(""name: "" + config.name);

// In Hemlock, object spread syntax works the same way.
// Later spreads override earlier fields, just like JavaScript.

let defaults = { host: ""localhost"", port: 8080, debug: false };
let user_config = { port: 3000, debug: true };

// Spread merge — user_config overrides defaults, then name is added
let config = { ...defaults, ...user_config, name: ""myapp"" };

print(`host: ${config.host}`);
print(`port: ${config.port}`);
print(`debug: ${config.debug}`);
print(`name: ${config.name}`);

// Demonstrate creating a modified copy (immutable update pattern)
let updated = { ...config, port: 9090 };
print(`updated port: ${updated.port}`);
print(`original port: ${config.port}`);


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Promise All to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// async function square(n) { return n * n; }
// const results = await Promise.all([square(1), square(2), square(3)]);
// console.log(""results: "" + results.join("" ""));
// Output: results: 1 4 9

// In Hemlock, Promise.all becomes spawn + join on each task.
// spawn() launches an async task; join() waits for its result.

async fn square(n) {
    return n * n;
}

let t1 = spawn(square, 1);
let t2 = spawn(square, 2);
let t3 = spawn(square, 3);

let r1 = join(t1);
let r2 = join(t2);
let r3 = join(t3);

print(`results: ${r1} ${r2} ${r3}`);

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// async function square(n) { return n * n; }
// const results = await Promise.all([square(1), square(2), square(3)]);
// console.log(""results: "" + results.join("" ""));
// Output: results: 1 4 9

// In Hemlock, Promise.all becomes spawn + join on each task.
// spawn() launches an async task; join() waits for its result.

async fn square(n) {
    return n * n;
}

let t1 = spawn(square, 1);
let t2 = spawn(square, 2);
let t3 = spawn(square, 3);

let r1 = join(t1);
let r2 = join(t2);
let r3 = join(t3);

print(`results: ${r1} ${r2} ${r3}`);


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
Translate Set Timeout to Hemlock (from javascript),"```hemlock
// JavaScript equivalent:
// setTimeout(() => console.log(""fast (0.1s)""), 100);
// setTimeout(() => console.log(""medium (0.2s)""), 200);
// setTimeout(() => console.log(""slow (0.3s)""), 300);
// console.log(""all scheduled"");

// In Hemlock, there's no setTimeout. Use spawn + sleep instead.
// Each ""timeout"" becomes an async task that sleeps then executes.

import { sleep } from ""@stdlib/time"";

async fn delayed(secs, msg) {
    sleep(secs);
    print(msg);
}

// Schedule 3 delayed operations (sleep takes seconds in Hemlock)
let t1 = spawn(delayed, 0.1, ""fast (0.1s)"");
let t2 = spawn(delayed, 0.2, ""medium (0.2s)"");
let t3 = spawn(delayed, 0.3, ""slow (0.3s)"");

print(""all scheduled"");

// Wait for all to complete (like waiting for all timeouts)
join(t1);
join(t2);
join(t3);

print(""all complete"");

```","Let me help you with that. Here's what we need to do:

// JavaScript equivalent:
// setTimeout(() => console.log(""fast (0.1s)""), 100);
// setTimeout(() => console.log(""medium (0.2s)""), 200);
// setTimeout(() => console.log(""slow (0.3s)""), 300);
// console.log(""all scheduled"");

// In Hemlock, there's no setTimeout. Use spawn + sleep instead.
// Each ""timeout"" becomes an async task that sleeps then executes.

import { sleep } from ""@stdlib/time"";

async fn delayed(secs, msg) {
    sleep(secs);
    print(msg);
}

// Schedule 3 delayed operations (sleep takes seconds in Hemlock)
let t1 = spawn(delayed, 0.1, ""fast (0.1s)"");
let t2 = spawn(delayed, 0.2, ""medium (0.2s)"");
let t3 = spawn(delayed, 0.3, ""slow (0.3s)"");

print(""all scheduled"");

// Wait for all to complete (like waiting for all timeouts)
join(t1);
join(t2);
join(t3);

print(""all complete"");


This works similarly to how you might do it in C, where you'd use a stack data structure and iterate through the string checking for matching brackets. The main difference is that Hemlock has built-in array methods like push() and pop() that make this cleaner than manual stack management in C."
